Team,Season,Density,Std_Degree,Mean_Degree,Max_Degree,Entropy,GP,Made_Playoffs,Deep_Run,Is_Champion,Success_Level,N_Players
SAC,2016-17,0.7463487277089497,1339.9192787139782,2298.4285714285716,5564,0.9424392104385747,82,False,False,False,Lottery,14
SAC,2017-18,0.80216335175977,1690.8996044183764,3404.8333333333335,7560,0.9497860349438968,80,False,False,False,Lottery,12
SAC,2018-19,0.5812920561821969,2388.5074068658573,2814.285714285714,8929,0.8695967912023567,82,False,False,False,Lottery,14
SAC,2019-20,0.6764492237399685,1915.9565206154573,2770.3333333333335,5532,0.8907142221113814,72,False,False,False,Lottery,12
SAC,2020-21,0.5850580226495202,2010.169317841294,2386.923076923077,7039,0.8691048613510599,71,False,False,False,Lottery,13
SAC,2021-22,0.6406901016002081,1368.0487905529294,1826.8,5264,0.9084056966770954,77,False,False,False,Lottery,15
SAC,2022-23,0.7058993246659979,2611.9270964222555,4046.5454545454545,9015,0.9098096632440151,82,True,False,False,First Round,11
SAC,2023-24,0.6615752045766704,2913.948580633933,4074.181818181818,10695,0.9019581053425559,82,False,False,False,Lottery,11
SAS,2015-16,0.7366736397156122,2117.9256264523724,3542.4285714285716,8046,0.9250727781219334,81,True,False,False,First Round,14
SAS,2016-17,0.8398636576101716,1674.8712056619624,3835.6666666666665,6808,0.9606774744349422,80,True,True,False,Deep Run,12
SAS,2017-18,0.8897595480865276,1454.3075373603551,4131.636363636364,6148,0.9738169132298558,82,True,False,False,First Round,11
SAS,2018-19,0.8858594942734511,1497.1925727841426,4171.0,6497,0.9698525894226486,82,True,False,False,First Round,10
SAS,2019-20,0.7851584098656578,1613.0504917357327,3083.6666666666665,5873,0.9396376562738343,68,False,False,False,Lottery,12
SAS,2020-21,0.6500908806226569,1822.845093990817,2484.6153846153848,6482,0.8841293865985993,69,False,False,False,Lottery,13
SAS,2021-22,0.6471641921257759,1799.3717904415103,2436.923076923077,7150,0.9006108597826887,75,False,False,False,Lottery,13
SAS,2022-23,0.7179879843606259,1226.9553355992855,1957.7333333333333,5300,0.9333326692241203,73,False,False,False,Lottery,15
SAS,2023-24,0.7732071184155659,1880.8351351342722,3472.8333333333335,7202,0.9352617670953434,77,False,False,False,Lottery,12
TOR,2015-16,0.6293568630675284,2974.4951392351163,3876.0,10851,0.888784444454621,82,True,True,False,Deep Run,12
TOR,2016-17,0.6645692612153709,2124.125370997667,2989.846153846154,7081,0.9072251672353274,81,True,False,False,First Round,13
TOR,2017-18,0.7290290186860366,2352.7864980817017,3859.1666666666665,8942,0.9163019682502143,82,True,False,False,First Round,12
TOR,2018-19,0.721901461251914,2064.4595514733196,3326.181818181818,7449,0.9164883519197968,80,True,True,True,Champion,11
TOR,2019-20,0.751777551840801,1898.906191001078,3304.6666666666665,7067,0.9352199243455666,72,True,False,False,First Round,12
TOR,2020-21,0.6676006355662361,1652.5652353667788,2342.0,5732,0.9093234497387946,67,False,False,False,Lottery,14
TOR,2021-22,0.6124580408588802,2503.669955265262,3147.4285714285716,8538,0.8877945793661967,80,True,False,False,First Round,14
TOR,2022-23,0.5715457063164683,2764.310490845035,3192.714285714286,8971,0.8726206165641898,77,False,False,False,Lottery,14
TOR,2023-24,0.735357503224031,935.8475913767767,1560.0,3746,0.9347173272315703,78,False,False,False,Lottery,14
UTA,2015-16,0.8416866947193848,1882.2989563155863,4340.153846153846,8044,0.9610073676587672,81,False,False,False,Lottery,13
UTA,2016-17,0.8847689427665326,1440.475818378543,3991.5,6525,0.972712986230544,82,True,False,False,First Round,12
UTA,2017-18,0.7000946821077049,2310.515593012857,3530.1666666666665,8443,0.9190079450695223,82,True,False,False,First Round,12
UTA,2018-19,0.7139030329853775,2380.2625205356376,3760.0,7542,0.9138877743468955,82,True,False,False,First Round,12
UTA,2019-20,0.7618897443853395,1973.208382891693,3529.6363636363635,6677,0.9274888206586731,72,True,False,False,First Round,11
UTA,2020-21,0.8097527751436603,1848.4941547108015,3813.6,6061,0.9413182808353372,72,True,False,False,First Round,10
UTA,2021-22,0.5950966762298323,2197.43546330367,2664.0,6759,0.8681762129272036,79,True,False,False,First Round,13
UTA,2022-23,0.7127068965100802,1107.2701706310122,1744.0,3539,0.9075297323857311,74,False,False,False,Lottery,13
UTA,2023-24,0.7775168400482758,1457.4300771399176,2724.5454545454545,5534,0.9369246003060987,78,False,False,False,Lottery,11
WAS,2015-16,0.5637517359882107,2782.0392498588335,3162.5714285714284,11325,0.8683790420291175,82,False,False,False,Lottery,14
WAS,2016-17,0.6053492663032826,2571.8423852246215,3185.230769230769,10449,0.8939833802418086,82,True,False,False,First Round,13
WAS,2017-18,0.8073273133874902,1883.5014600472175,3855.5,8242,0.9512671877539337,82,True,False,False,First Round,12
WAS,2018-19,0.6087729824199745,1931.0689436957246,2408.8571428571427,6958,0.8883105235267187,82,False,False,False,Lottery,14
WAS,2019-20,0.7010679192043827,1656.5908956515352,2536.9333333333334,6104,0.925260374548159,69,False,False,False,Lottery,15
WAS,2020-21,0.5734495819103995,2126.6868362333657,2465.846153846154,8485,0.8765130370580133,71,True,False,False,First Round,13
WAS,2021-22,0.7752327716753624,1143.4503371241742,2123.5714285714284,3895,0.9351085964291915,82,False,False,False,Lottery,14
WAS,2022-23,0.7875007691702927,1600.6333815781247,3081.3333333333335,5269,0.93474636708946,78,False,False,False,Lottery,12
WAS,2023-24,0.6217601881138558,1960.2987158990732,2513.3333333333335,6264,0.8771453580604689,80,False,False,False,Lottery,12
